,index,BasePay,OvertimePay,OtherPay,TotalPay
1121,72968,186236.43,64378.67,28212.79,278827.89
1122,72970,185517.0,86101.81,11624.87,283243.68
1123,72971,186236.46,63449.47,27004.11,276690.04
1124,72972,155174.48,97138.34,28657.27,280970.09
1125,72973,135144.28,132615.09,18656.86,286416.23
1126,72974,155174.5,98112.27,29079.97,282366.74
1127,72976,155174.49,95616.88,26390.4,277181.77
1128,72977,112044.08,38227.03,144343.3,294614.41
1129,72978,155174.51,110300.99,12004.32,277479.82
1130,72979,153763.83,103107.28,19538.18,276409.29
1131,72980,186236.47,47959.88,33067.83,267264.18
1132,72988,135144.27,127620.5,13695.5,276460.27
1133,72992,127392.1,125354.95,20417.6,273164.65
1134,72994,135144.27,120168.35,16893.02,272205.64
1135,72997,184543.4,46156.13,28157.61,258857.14
1136,72998,186222.37,45156.82,29162.34,260541.53
1137,72999,152581.18,86631.04,25753.84,264966.06
1138,73000,186236.48,49833.05,23690.24,259759.77
1139,73001,186236.47,47711.1,23922.83,257870.4
1140,73002,184543.35,50848.27,23067.79,258459.41
1141,73004,143076.86,94814.22,25476.2,263367.28
1142,73009,126233.99,124437.26,15779.36,266450.61
1143,73010,135377.77,105011.07,25814.21,266203.05
1144,73011,185827.33,52103.26,17422.37,255352.96
1145,73012,154910.8,83497.66,21049.21,259457.67
1146,73015,186236.45,48063.51,16896.64,251196.6
1147,73016,170425.59,70750.05,13716.48,254892.12
1148,73022,172118.62,51126.33,26722.84,249967.79
1149,73023,115893.47,126145.47,20651.14,262690.08
1150,73024,155174.48,71137.89,26361.35,252673.72
1151,73028,135144.25,104250.9,16997.23,256392.38
1152,73032,155174.47,72629.05,22979.88,250783.4
1153,73034,152820.0,79551.1,23392.2,255763.3
1154,73035,155174.49,75791.23,19396.81,250362.53
1155,73036,155174.49,74015.95,20821.02,250011.46
1156,73037,115893.44,122732.77,19342.14,257968.35
1157,73038,121068.03,95312.09,45937.73,262317.85
1158,73042,152820.0,70259.11,29923.75,253002.86
1159,73045,154479.11,72833.25,19945.23,247257.59
1160,73046,143488.14,74608.35,34399.77,252496.26
1161,73047,135902.97,96779.3,18024.72,250706.99
1162,73049,186236.46,37140.11,17854.91,241231.48
1163,73054,116956.72,106220.1,28071.73,251248.55
1164,73055,152823.37,73137.42,19818.45,245779.24
1165,73056,174528.0,54900.4,16564.18,245992.58
1166,73061,115893.46,116110.34,19898.46,251902.26
1167,73064,134667.56,94542.82,17799.25,247009.63
1168,73068,156585.18,63547.24,20924.01,241056.43
1169,73069,155174.48,76538.29,11434.82,243147.59
1170,73073,135902.97,89857.99,19330.08,245091.04
1171,73075,153763.81,65067.48,22295.68,241126.97
1172,73078,132103.85,102328.81,11843.58,246276.24
1173,73079,155174.52,59621.17,24217.0,239012.69
1174,73081,186236.43,24303.91,22830.72,233371.06
1175,73083,133915.67,89063.44,20663.2,243642.31
1176,73084,155174.49,57833.85,24935.01,237943.35
1177,73090,163674.03,58555.85,17649.25,239879.13
1178,73091,184543.41,34916.3,13525.31,232985.02
1179,73093,174528.0,52802.01,10471.68,237801.69
1180,73096,135491.11,81131.17,23125.45,239747.73
1181,73099,143289.02,82610.85,18986.99,244886.86
1182,73103,135902.97,86797.27,16987.97,239688.21
1183,73106,143289.02,55313.08,43475.39,242077.49
1184,73110,184592.81,25537.04,19075.12,229204.97
1185,73117,155174.5,45506.1,31717.47,232398.07
1186,73118,162919.07,20859.98,52807.94,236586.99
1187,73119,143364.5,50338.4,44521.72,238224.62
1188,73120,154872.2,57120.3,21321.91,233314.41
1189,73121,133864.45,89316.02,14787.07,237967.54
1190,73124,135902.98,74328.92,24450.15,234682.05
1191,73128,143905.1,80932.23,11062.31,235899.64
1192,73129,135903.02,81338.87,17703.56,234945.45
1193,73130,133915.65,84580.54,16851.56,235347.75
1194,73131,136476.44,74688.88,22341.16,233506.48
1195,73133,143289.23,27999.6,64518.18,235807.01
1196,73138,135902.94,80506.08,17390.52,233799.54
1197,73143,178744.5,23736.7,19449.75,221930.95
1198,73144,131155.98,87741.17,15783.2,234680.35
1199,73146,135903.03,70816.78,24541.73,231261.54
1200,73147,153604.27,54123.55,21908.68,229636.5
1201,73148,116956.72,97166.12,21719.17,235842.01
1202,73150,155174.49,57770.19,15895.59,228840.27
1203,73152,143289.04,64959.91,28133.2,236382.15
1204,73153,135902.93,78816.63,16987.98,231707.54
1205,73154,155174.53,59570.51,13803.44,228548.48
1206,73155,115893.46,98593.84,20599.37,235086.67
1207,73157,135902.94,73689.51,20573.41,230165.86
1208,73163,143289.05,44443.2,45377.35,233109.6
1209,73164,116956.72,96690.63,20771.65,234419.0
1210,73166,135902.96,72001.17,21690.53,229594.66
1211,73167,127392.1,85197.79,19642.66,232232.55
1212,73169,162916.26,56471.49,11082.43,230470.18
1213,73174,133915.68,79235.74,16739.42,229890.84
1214,73175,135903.0,66587.48,25156.62,227647.1
1215,73176,116956.7,99340.3,17416.78,233713.78
1216,73179,135144.28,77154.07,16918.31,229216.66
1217,73181,143289.07,60066.18,29542.88,232898.13
1218,73183,116956.72,91353.92,23622.49,231933.13
1219,73184,134667.5,72718.68,20396.9,227783.08
1220,73185,172118.62,34668.99,14960.91,221748.52
1221,73188,116956.71,82946.93,29350.97,229254.61
1222,73190,143289.09,58656.94,30187.02,232133.05
1223,73192,153763.79,36599.96,31135.49,221499.24
1224,73193,134667.46,75492.12,17672.61,227832.19
1225,73194,133915.67,77249.88,16767.02,227932.57
1226,73195,169104.97,39435.0,14194.63,222734.6
1227,73198,134667.49,76698.26,16191.14,227556.89
1228,73200,134667.51,68670.58,23212.85,226550.94
1229,73202,116956.71,97413.08,16591.84,230961.63
1230,73205,116956.7,92888.11,20350.73,230195.54
1231,73206,135902.99,72764.31,17703.51,226370.81
1232,73207,135144.18,80113.77,12111.39,227369.34
1233,73212,135902.96,67055.95,22005.55,224964.46
1234,73214,133915.67,75502.02,16903.57,226321.26
1235,73219,134831.21,79490.41,12995.67,227317.29
1236,73221,133915.7,76084.67,16100.59,226100.96
1237,73222,116956.76,89174.16,22668.24,228799.16
1238,73233,135144.24,73052.59,16893.01,225089.84
1239,73235,135144.26,77594.27,12979.99,225718.52
1240,73237,135144.25,73546.09,16174.29,224864.63
1241,73238,116956.71,91401.49,20236.94,228595.14
1242,73239,135144.27,74535.12,15295.86,224975.25
1243,73242,155174.54,45712.42,19396.8,220283.76
1244,73245,116956.72,91193.65,19856.0,228006.37
1245,73246,134667.48,72851.77,16833.56,224352.81
1246,73251,154609.85,44575.16,22285.4,221470.41
1247,73252,134753.17,72273.51,16844.13,223870.81
1248,73256,148374.12,62166.45,15791.51,226332.08
1249,73257,135144.27,72192.52,16254.15,223590.94
1250,73258,115893.46,87834.45,23931.41,227659.32
1251,73260,155174.48,45382.21,18663.26,219219.95
1252,73261,143289.12,62842.09,21677.83,227809.04
1253,73263,135902.97,64202.5,23016.04,223121.51
1254,73264,135903.01,69602.69,17520.06,223025.76
1255,73265,118506.85,82749.75,24817.82,226074.42
1256,73266,116956.75,90589.54,19404.09,226950.38
1257,73269,135902.98,74555.14,13241.89,223700.01
1258,73270,163674.17,34284.57,24636.47,222595.21
1259,73271,146504.17,58516.44,21165.31,226185.92
1260,73273,123471.03,71164.34,35134.67,229770.04
1261,73275,133403.23,72292.52,17605.45,223301.2
1262,73276,133915.71,71730.75,17454.91,223101.37
1263,73278,143289.12,57761.79,26011.37,227062.28
1264,73280,128178.19,81871.83,14907.41,224957.43
1265,73281,116956.7,87251.42,21636.9,225845.02
1266,73283,135902.97,75027.72,12155.5,223086.19
1267,73284,153058.0,41296.69,30178.79,224533.48
1268,73289,116956.73,88042.64,20336.28,225335.65
1269,73298,155174.49,42183.93,19396.81,216755.23
1270,73299,133915.71,70655.35,16739.43,221310.49
1271,73302,116956.72,88019.98,19689.81,224666.51
1272,73303,135902.96,67698.0,16987.99,220588.95
1273,73304,115893.47,89263.44,19802.75,224959.66
1274,73306,135902.92,67554.69,17161.01,220618.62
1275,73307,153763.82,41976.48,21039.42,216779.72
1276,73309,135144.26,68315.4,16893.01,220352.67
1277,73317,116956.7,83571.78,22617.3,223145.78
1278,73319,155676.08,39554.08,20412.55,215642.71
1279,73320,135902.93,62389.77,20709.06,219001.76
1280,73321,142227.63,54481.82,27935.27,224644.72
1281,73322,135144.22,68538.53,16254.14,219936.89
1282,73325,153763.83,40458.2,21320.09,215542.12
1283,73327,153763.8,47744.66,14868.47,216376.93
1284,73328,166889.05,33024.06,17344.36,217257.47
1285,73329,116398.93,90841.08,16373.21,223613.22
1286,73331,116956.71,83818.95,22062.2,222837.86
1287,73332,149259.08,41133.76,27834.76,218227.6
1288,73334,135902.94,62082.11,20421.57,218406.62
1289,73339,135902.96,66399.17,16345.54,218647.67
1290,73340,134667.46,72684.59,12452.85,219804.9
1291,73341,116987.69,85485.6,19489.28,221962.57
1292,73343,143289.02,57800.56,21435.14,222524.72
1293,73344,133689.39,51176.89,31315.96,216182.24
1294,73351,155174.48,32941.54,24523.93,212639.95
1295,73353,135144.22,66224.22,16174.3,217542.74
1296,73355,135902.95,63327.77,17816.56,217047.28
1297,73356,135902.97,64619.2,16588.3,217110.47
1298,73357,143289.12,53366.05,25133.52,221788.69
1299,73358,116956.72,88745.37,16124.04,221826.13
1300,73359,143289.06,49423.48,28925.08,221637.62
1301,73362,135902.97,61824.53,18609.18,216336.68
1302,73364,123471.13,82819.57,18563.69,224854.39
1303,73366,139644.0,52184.86,28403.9,220232.76
1304,73367,116956.72,80773.73,21983.11,219713.56
1305,73373,115893.48,84674.27,19625.63,220193.38
1306,73383,148374.13,55522.06,13495.31,217391.5
1307,73385,153763.84,30380.42,26702.76,210847.02
1308,73387,116956.7,91638.34,11633.6,220228.64
1309,73388,115893.46,83361.31,19590.21,218844.98
1310,73391,116956.69,81448.79,19776.25,218181.73
1311,73392,134667.47,58720.02,20315.55,213703.04
1312,73395,128556.0,74410.93,16981.98,219948.91
1313,73396,131410.23,61733.6,22320.28,215464.11
1314,73397,133915.68,63584.83,16739.44,214239.95
1315,73399,116956.73,78412.81,21487.81,216857.35
1316,73410,115893.45,81709.61,19856.05,217459.11
1317,73412,155174.49,23664.11,28420.02,207258.62
1318,73421,116956.73,78691.32,21105.31,216753.36
1319,73423,143289.11,46682.45,25302.4,215273.96
1320,73424,143289.12,61268.94,12560.48,217118.54
1321,73425,155174.48,28156.93,24237.91,207569.32
1322,73426,114649.8,85552.82,17441.35,217643.97
1323,73427,115893.47,81981.52,18792.7,216667.69
1324,73428,126892.0,54421.35,38593.76,219907.11
1325,73430,116956.69,78575.13,20435.42,215967.24
1326,73431,155174.49,33577.64,19378.75,208130.88
1327,73432,160860.0,36820.91,13896.6,211577.51
1328,73435,119569.57,79865.12,16461.5,215896.19
1329,73437,116956.69,78842.67,19643.32,215442.68
1330,73438,153763.81,30301.8,23009.52,207075.13
1331,73440,135020.38,60763.76,15931.96,211716.1
1332,73441,135658.68,59638.38,16103.42,211400.48
1333,73443,115893.46,77501.57,22090.55,215485.58
1334,73444,135902.96,62832.58,13113.62,211849.16
1335,73446,115893.45,77585.51,21323.2,214802.16
1336,73452,115893.46,79535.75,19200.35,214629.56
1337,73453,135902.99,64989.43,10483.15,211375.57
1338,73456,135144.25,58237.44,16899.91,210281.6
1339,73459,116956.7,86956.31,11536.18,215449.19
1340,73464,123471.02,78391.53,14834.83,216697.38
1341,73465,135902.93,50195.94,22495.26,208594.13
1342,73472,143289.08,48648.19,22020.52,213957.79
1343,73475,135902.93,59030.3,15388.0,210321.23
1344,73477,142097.2,52836.9,14486.76,209420.86
1345,73478,134667.5,51850.81,22674.12,209192.43
1346,73479,135144.27,56888.54,16927.52,208960.33
1347,73480,116956.72,75404.73,20368.72,212730.17
1348,73481,115893.46,78423.46,18748.38,213065.3
1349,73482,116956.72,73610.68,21617.05,212184.45
1350,73483,134667.51,54473.86,19451.76,208593.13
1351,73484,157772.02,26841.37,19721.53,204334.92
1352,73486,129522.73,70387.91,11552.39,211463.03
1353,73487,119620.32,73321.12,19375.47,212316.91
1354,73488,143289.08,41904.6,27731.29,212924.97
1355,73489,135902.96,54697.41,17802.31,208402.68
1356,73491,143289.06,32806.76,35230.68,211326.5
1357,73499,123471.03,59590.85,31394.43,214456.31
1358,73500,155174.49,28356.95,20182.84,203714.28
1359,73502,115893.48,67348.19,26914.53,210156.2
1360,73507,155174.48,28058.35,20147.6,203380.43
1361,73508,143289.05,39853.31,28970.74,212113.1
1362,73511,116956.74,74858.92,19598.96,211414.62
1363,73512,143289.12,42066.29,26636.55,211991.96
1364,73514,143289.01,42501.69,24545.58,210336.28
1365,73516,116956.71,74678.77,19685.41,211320.89
1366,73518,120123.2,23422.05,71615.55,215160.8
1367,73521,135144.26,55211.18,16893.02,207248.46
1368,73523,139644.08,56216.51,13964.4,209824.99
1369,73527,134667.54,54331.35,17945.55,206944.44
1370,73529,116956.7,75054.24,18741.25,210752.19
1371,73530,116956.71,78475.39,16038.09,211470.19
1372,73531,155174.5,27882.03,19396.81,202453.34
1373,73535,143289.15,55472.04,11858.27,210619.46
1374,73536,116956.71,73892.88,19614.88,210464.47
1375,73537,116017.51,76529.24,18549.78,211096.53
1376,73542,116956.68,73085.62,20355.69,210397.99
1377,73543,135144.28,54489.72,16893.0,206527.0
1378,73550,135902.97,51151.95,18936.03,205990.95
1379,73553,115893.45,78500.4,17577.05,211970.9
1380,73559,155174.48,20298.48,25370.34,200843.3
1381,73560,143289.05,38515.66,27901.19,209705.9
1382,73564,155174.46,27102.63,19396.82,201673.91
1383,73565,116956.69,71528.09,21198.21,209682.99
1384,73566,135144.24,53788.91,16949.06,205882.21
1385,73568,155174.48,24345.69,21552.36,201072.53
1386,73570,143289.13,42702.81,22731.72,208723.66
1387,73574,143060.63,43823.11,18177.26,205061.0
1388,73576,140724.0,50568.73,19321.94,210614.67
1389,73580,121068.0,76366.42,16776.72,214211.14
1390,73585,135071.06,53099.35,16883.86,205054.27
1391,73586,115893.47,74170.99,19111.66,209176.12
1392,73587,135902.96,52051.29,16913.26,204867.51
1393,73590,143289.02,47860.49,16545.03,207694.54
1394,73591,116956.7,72808.28,18902.62,208667.6
1395,73593,129343.11,42021.26,40115.57,211479.94
1396,73596,142774.43,41744.74,19054.26,203573.43
1397,73597,116079.55,74399.05,18190.48,208669.08
1398,73598,135491.17,47522.11,20562.49,203575.77
1399,73599,143289.05,42916.25,22206.29,208411.59
1400,73601,116956.67,69459.69,20940.49,207356.85
1401,73604,116956.72,79494.38,12462.99,208914.09
1402,73612,143289.09,50746.81,12800.66,206836.56
1403,73621,115893.45,71318.53,19632.65,206844.63
1404,73622,114649.82,77526.92,15945.33,208122.07
1405,73629,116956.69,69233.32,20074.06,206264.07
1406,73630,151166.38,34980.68,14128.85,200275.91
1407,73631,133647.67,52298.28,16843.89,202789.84
1408,73632,115893.45,73530.62,17269.39,206693.46
1409,73634,143289.02,41027.69,20855.3,205172.01
1410,73637,116956.71,68226.7,20809.59,205993.0
1411,73639,135902.94,48537.87,17942.53,202383.34
1412,73640,115893.45,70123.58,20064.08,206081.11
1413,73641,116956.7,74768.92,15597.83,207323.45
1414,73642,143289.07,34286.49,28346.26,205921.82
1415,73643,134667.47,50321.79,17030.62,202019.88
1416,73646,134667.52,49734.87,17610.86,202013.25
1417,73648,153768.81,34253.6,12628.37,200650.78
1418,73651,133915.68,51720.78,16293.58,201930.04
1419,73652,143289.0,30328.78,28278.52,201896.3
1420,73659,127392.1,53433.11,21161.94,201987.15
1421,73667,143289.04,40191.21,19775.85,203256.1
1422,73671,143289.06,41417.13,20767.78,205473.97
1423,73672,143289.07,41647.51,20555.03,205491.61
1424,73676,143289.04,39043.82,22449.52,204782.38
1425,73677,115893.47,69620.99,19466.1,204980.56
1426,73678,115893.44,69698.77,19271.25,204863.46
1427,73679,114649.87,63187.88,26653.26,204491.01
1428,73680,166889.03,18593.72,13901.13,199383.88
1429,73682,121068.0,63422.3,24725.12,209215.42
1430,73683,135144.31,48326.33,17001.93,200472.57
1431,73684,116956.72,64337.09,22349.28,203643.09
1432,73685,118334.59,58088.01,26513.15,202935.75
1433,73693,115893.47,69034.06,19120.59,204048.12
1434,73694,135902.99,46249.23,17382.23,199534.45
1435,73696,143289.1,36168.53,24594.42,204052.05
1436,73697,135902.94,44067.28,18888.25,198858.47
1437,73698,135902.95,50815.36,13250.04,199968.35
1438,73699,115539.04,77125.34,12501.9,205166.28
1439,73700,114426.04,41250.31,52769.98,208446.33
1440,73702,116956.71,65029.54,21142.47,203128.72
1441,73704,116956.71,69380.44,16831.01,203168.16
1442,73705,153604.27,21424.95,21225.85,196255.07
1443,73706,163674.01,22831.26,12302.71,198807.98
1444,73707,149135.83,30570.8,18561.22,198267.85
1445,73710,134667.51,46835.31,17610.88,199113.7
1446,73711,153104.08,24787.2,22652.42,200543.7
1447,73721,143289.1,38550.04,20420.35,202259.49
1448,73724,115893.45,67769.01,18842.53,202504.99
1449,73729,120123.03,27784.46,57789.17,205696.66
1450,73732,115893.46,67117.19,19005.39,202016.04
1451,73733,116956.71,66124.73,18638.59,201720.03
1452,73744,143289.12,37610.6,20828.23,201727.95
1453,73745,139714.03,32070.84,29015.65,200800.52
1454,73746,116956.72,56912.37,26979.15,200848.24
1455,73747,116956.74,70265.47,14816.28,202038.49
1456,73748,115893.46,66882.88,18984.16,201760.5
1457,73749,134667.5,44482.73,18264.56,197414.79
1458,73750,116956.73,64569.19,19510.34,201036.26
1459,73751,133182.61,52640.68,12905.94,198729.23
1460,73752,135903.01,35096.19,24404.7,195403.9
1461,73755,116956.72,63830.22,19932.74,200719.68
1462,73756,116956.77,62094.87,21202.71,200254.35
1463,73758,133346.73,38748.0,24127.24,196221.97
1464,73759,142555.12,18709.41,40095.45,201359.98
1465,73761,135902.99,43595.03,16988.01,196486.03
1466,73762,145216.41,19637.29,29822.2,194675.9
1467,73764,116956.71,63586.92,19574.1,200117.73
1468,73766,143289.11,44221.95,13216.6,200727.66
1469,73767,135144.25,43615.22,17476.01,196235.48
1470,73768,151555.51,24303.64,17599.64,193458.79
1471,73769,128556.0,55971.7,18366.5,202894.2
1472,73772,116956.72,67169.24,16344.3,200470.26
1473,73774,116956.72,53033.5,28608.76,198598.98
1474,73775,116956.73,61373.12,21309.77,199639.62
1475,73777,135902.96,44278.12,15703.11,195884.19
1476,73781,115893.45,65724.05,18314.24,199931.74
1477,73783,144746.07,31803.12,18237.52,194786.71
1478,73785,134542.92,41492.15,19498.05,195533.12
1479,73789,135903.0,41889.57,17385.73,195178.3
1480,73790,123471.05,67189.33,11370.07,202030.45
1481,73793,139171.03,36635.04,18264.93,194071.0
1482,73797,135902.98,38610.19,19831.59,194344.76
1483,73799,139644.0,33305.13,25567.74,198516.87
1484,73805,116956.71,63507.91,18434.4,198899.02
1485,73806,135902.91,35515.48,21787.15,193205.54
1486,73807,116956.71,59486.13,21267.05,197709.89
1487,73809,114830.24,65216.13,18845.89,198892.26
1488,73813,116956.73,62062.6,19031.91,198051.24
1489,73814,114002.2,45982.89,43556.74,203541.83
1490,73819,143289.0,26423.66,29627.78,199340.44
1491,73821,121068.0,48991.07,32534.85,202593.92
1492,73822,155404.58,18088.99,17763.49,191257.06
1493,73824,128120.86,45292.2,22617.44,196030.5
1494,73827,123471.16,63863.63,13229.92,200564.71
1495,73833,135198.21,33347.06,23688.15,192233.42
1496,73836,134667.45,48182.77,11693.93,194544.15
1497,73839,143289.05,35751.8,18675.92,197716.77
1498,73842,123471.04,61783.75,14862.52,200117.31
1499,73843,115893.49,66746.84,15353.56,197993.89
1500,73844,135144.27,41568.82,16486.67,193199.76
1501,73847,130532.0,51130.47,17926.33,199588.8
1502,73850,123471.05,64393.32,13260.77,201125.14
1503,73852,143289.03,36218.2,17824.11,197331.34
1504,73861,135270.17,35459.49,27602.68,198332.34
1505,73862,142669.57,31096.39,18111.83,191877.79
1506,73863,139644.0,25659.61,30104.21,195407.82
1507,73864,116956.69,59892.5,19297.75,196146.94
1508,73865,135902.99,38116.92,18015.28,192035.19
1509,73867,116956.72,59975.43,19037.3,195969.45
1510,73868,140724.0,36680.67,19228.67,196633.34
1511,73876,115893.45,62757.43,17710.04,196360.92
1512,73878,143289.18,31715.05,20931.35,195935.58
1513,73884,126892.0,58600.05,13638.58,199130.63
1514,73888,115893.45,61434.96,19055.5,196383.91
1515,73889,114076.08,72422.69,12497.53,198996.3
1516,73891,137246.59,35891.26,17649.54,190787.39
1517,73894,116956.73,51086.86,26779.96,194823.55
1518,73896,133915.65,46669.29,11947.96,192532.9
1519,73897,153763.81,18730.7,15833.94,188328.45
1520,73902,115893.47,59272.18,20347.56,195513.21
1521,73904,135144.29,39126.77,16893.01,191164.07
1522,73905,116956.73,55434.99,22189.75,194581.47
1523,73906,116987.7,58078.79,19964.01,195030.5
1524,73911,116956.71,58228.4,19493.92,194679.03
1525,73913,110629.98,68096.02,18356.18,197082.18
1526,73915,134667.45,44868.55,12329.12,191865.12
1527,73916,155064.48,20712.31,13430.1,189206.89
1528,73917,115209.16,60299.58,24938.28,200447.02
1529,73918,143289.15,32926.84,17729.46,193945.45
1530,73921,115013.18,61168.2,18887.28,195068.66
1531,73922,116956.71,59919.89,17748.95,194625.55
1532,73923,155174.49,21392.93,11295.48,187862.9
1533,73925,141885.83,30059.28,17415.75,189360.86
1534,73927,142227.62,35834.8,17006.04,195068.46
1535,73939,135144.27,37790.13,16997.35,189931.75
1536,73942,130116.31,45429.78,19374.62,194920.71
1537,73963,134537.75,40139.78,15512.61,190190.14
1538,73983,123471.12,50738.77,23488.54,197698.43
1539,73999,143554.43,19772.77,30280.27,193607.47
1540,74004,116956.75,57024.85,18988.06,192969.66
1541,74006,142669.53,32142.49,14395.81,189207.83
1542,74011,116956.73,53793.38,21763.15,192513.26
1543,74013,143289.12,19460.1,28923.0,191672.22
1544,74016,115893.47,67276.67,11342.94,194513.08
1545,74019,116956.71,58211.43,17561.09,192729.23
1546,74025,143289.12,38115.71,11271.27,192676.1
1547,74027,133951.54,35803.14,18930.89,188685.57
1548,74030,116859.7,61008.5,15270.11,193138.31
1549,74037,116956.69,53453.25,21799.49,192209.43
1550,74038,116956.73,56301.68,18992.99,192251.4
1551,74040,134380.76,49428.09,18861.33,202670.18
1552,74041,115893.46,57793.7,18736.07,192423.23
1553,74045,134382.82,40067.23,14429.59,188879.64
1554,74050,135144.3,35813.2,16893.01,187850.51
1555,74055,116956.72,59294.6,15982.65,192233.97
1556,74059,155174.5,25295.78,19396.81,199867.09
1557,74062,116956.7,54661.29,19723.11,191341.1
1558,74065,133915.67,43354.68,11548.68,188819.03
1559,74067,116956.73,54509.69,19864.84,191331.26
1560,74068,120626.51,56873.18,14724.7,192224.39
1561,74073,117187.94,55310.85,18723.83,191222.62
1562,74076,149290.04,25838.84,12792.75,187921.63
1563,74079,150379.01,18868.43,17504.87,186752.31
1564,74087,116956.71,55290.93,18677.47,190925.11
1565,74090,134667.52,49926.36,17227.78,201821.66
1566,74091,115757.95,67209.59,10691.58,193659.12
1567,74092,118962.05,44481.84,31821.24,195265.13
1568,74098,116941.64,48806.2,25114.18,190862.02
1569,74099,143289.19,21636.77,25765.8,190691.76
1570,74100,128389.16,47851.59,17762.37,194003.12
1571,74104,123471.06,44850.97,25351.96,193673.99
1572,74109,122759.11,42114.85,29904.47,194778.43
1573,74112,143289.15,26915.92,19309.38,189514.45
1574,74117,143289.08,19585.02,27599.0,190473.1
1575,74127,135270.14,45345.4,11817.78,192433.32
1576,74128,128556.0,53466.55,11233.12,193255.67
1577,74133,135144.28,33518.03,17441.23,186103.54
1578,74138,116956.71,53472.69,19499.81,189929.21
1579,74139,116956.71,50871.21,21457.49,189285.41
1580,74142,135144.24,34729.98,16261.05,186135.27
1581,74144,143289.15,22363.45,24144.09,189796.69
1582,74145,116956.74,50649.32,21933.51,189539.57
1583,74146,135902.95,32823.13,16987.97,185714.05
1584,74149,116374.66,51024.21,22284.98,189683.85
1585,74150,116956.72,53674.88,19058.53,189690.13
1586,74157,127557.02,31936.57,33581.28,193074.87
1587,74158,131410.2,33827.38,21294.38,186531.96
1588,74163,133915.66,33705.07,18314.94,185935.67
1589,74165,133915.67,36026.16,16100.56,186042.39
1590,74166,135902.99,24651.3,24762.65,185316.94
1591,74180,126233.99,43096.47,17807.6,187138.06
1592,74185,115893.43,54844.25,18696.78,189434.46
1593,74197,143289.22,19518.71,24869.11,187677.04
1594,74225,115862.88,51354.77,21633.45,188851.1
1595,74228,143289.16,21545.84,23799.0,188634.0
1596,74229,121068.0,52300.3,20222.2,193590.5
1597,74231,140724.0,31558.12,17461.43,189743.55
1598,74234,135902.94,30673.17,17922.26,184498.37
1599,74236,127116.0,52494.22,12093.67,191703.89
1600,74238,143289.04,27619.22,18223.71,189131.97
1601,74247,135902.94,30087.31,18269.71,184259.96
1602,74250,135144.25,32305.0,16927.51,184376.76
1603,74251,143289.1,20183.21,25383.23,188855.54
1604,74254,115893.46,54180.73,18612.42,188686.61
1605,74255,116956.72,54386.41,17011.83,188354.96
1606,74257,133013.07,25105.98,32469.94,190588.99
1607,74258,143289.1,24419.51,21033.0,188741.61
1608,74259,135902.92,31155.24,16987.95,184046.11
1609,74260,142695.08,32494.04,13578.6,188767.72
1610,74261,116956.74,49058.22,21610.3,187625.26
1611,74263,123471.21,52090.16,15610.47,191171.84
1612,74265,140724.01,31974.44,16340.8,189039.25
1613,74267,123471.18,53993.55,14718.22,192182.95
1614,74268,142488.2,27242.55,14410.39,184141.14
1615,74269,123471.14,57800.1,10444.34,191715.58
1616,74270,143289.09,32016.14,13114.55,188419.78
1617,74273,116956.68,48594.18,21707.8,187258.66
1618,74275,133915.64,35053.54,15489.31,184458.49
1619,74276,116956.7,54959.32,16392.22,188308.24
1620,74277,126887.53,53156.9,11222.24,191266.67
1621,74279,117173.82,50400.07,20501.25,188075.14
1622,74280,115893.45,50332.97,21252.39,187478.81
1623,74282,116956.7,52068.45,18599.12,187624.27
1624,74283,135902.95,29859.16,17834.68,183596.79
1625,74287,115893.47,55943.4,16692.9,188529.77
1626,74291,135144.29,31471.18,16893.01,183508.48
1627,74292,135778.38,28880.42,18564.13,183222.93
1628,74294,143289.08,33054.82,11567.48,187911.38
1629,74295,143289.09,29930.18,14107.69,187326.96
1630,74300,127392.1,42336.76,15321.9,185050.76
1631,74301,123471.03,54459.83,13582.63,191513.49
1632,74302,128556.0,47647.46,13443.85,189647.31
1633,74304,127116.0,52656.11,10445.89,190218.0
1634,74309,121291.65,50826.24,19217.73,191335.62
1635,74316,135377.77,23709.4,26003.21,185090.38
1636,74318,135144.24,36464.33,12021.68,183630.25
1637,74321,116956.7,49846.51,19802.76,186605.97
1638,74324,123471.13,52194.18,15240.46,190905.77
1639,74325,139945.5,31105.08,16652.93,187703.51
1640,74329,116956.71,53938.77,16195.01,187090.49
1641,74332,135903.0,28429.45,17900.61,182233.06
1642,74334,123471.02,52686.59,14030.39,190188.0
1643,74336,135144.26,30007.15,17020.63,182172.04
1644,74342,143289.01,19600.15,23089.87,185979.03
1645,74343,116956.72,48275.01,20308.24,185539.97
1646,74345,116956.7,53861.78,15691.68,186510.16
1647,74346,135144.25,29794.18,16893.01,181831.44
1648,74348,115934.49,55453.06,16173.93,187561.48
1649,74354,115893.47,54776.66,15762.98,186433.11
1650,74356,121068.0,37686.64,29963.07,188717.71
1651,74357,143289.12,27605.81,14664.72,185559.65
1652,74360,135902.97,27608.19,17765.25,181276.41
1653,74361,117786.06,56223.77,15929.77,189939.6
1654,74363,123471.15,54491.01,11542.25,189504.41
1655,74365,116956.72,49067.19,19090.43,185114.34
1656,74366,135902.95,24268.47,20435.21,180606.63
1657,74370,121068.0,44765.98,23943.0,189776.98
